Department,ID_Customers,Customers,Customers_Name,No_Invoice,Date,Brand,Retail,Qty,Total_Sales,Year,Month
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,3,284700,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,5,474500,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,3,284700,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,5,474500,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,5,474500,2024,Jan
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0216,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
